Starting!
18, 19
17, 29
0, 21
15, 16
12, 14
12, 12
7, 8
15, 17
9, 9
23, 26
20, 20
14, 16
22, 22
17, 21
19, 20
8, 8
10, 10
25, 27
17, 17
12, 14
16, 18
20, 24
16, 16
22, 24
9, 9
15, 17
20, 24
17, 19
19, 21
14, 19
11, 15
18, 24
14, 16
24, 28
12, 12
9, 10
19, 22
11, 11
19, 20
19, 22
11, 14
16, 17
18, 18
14, 14
18, 25
8, 9
21, 23
23, 25
12, 14
12, 12
22, 23
11, 11
13, 21
12, 18
17, 23
23, 26
0, 18
8, 8
17, 17
26, 26
13, 13
22, 24
18, 19
19, 21
11, 19
14, 16
21, 23
9, 9
12, 13
22, 22
13, 14
21, 25
13, 13
22, 25
18, 22
11, 13
22, 28
12, 12
10, 10
15, 15
10, 14
10, 10
15, 15
15, 18
14, 19
24, 26
19, 25
23, 23
19, 21
23, 30
25, 28
21, 26
21, 22
18, 19
21, 21
0, 23
16, 17
17, 21
19, 21
24, 24
11, 13
19, 21
10, 10
10, 11
8, 11
17, 21
16, 16
19, 21
14, 16
18, 19
13, 13
14, 14
16, 16
13, 13
15, 17
16, 17
15, 19
14, 14
16, 18
20, 21
21, 21
15, 16
18, 20
9, 10
16, 22
23, 24
19, 22
13, 14
18, 18
17, 18
11, 13
12, 12
18, 18
13, 17
14, 16
12, 14
12, 12
26, 28
15, 21
19, 24
9, 11
19, 31
21, 21
18, 21
19, 20
9, 11
14, 18
17, 17
15, 16
7, 9
16, 16
16, 16
19, 19
14, 14
12, 18
17, 19
14, 15
14, 14
17, 18
18, 19
13, 13
16, 17
19, 23
17, 18
17, 18
13, 15
17, 18
20, 21
11, 11
18, 19
11, 12
14, 17
10, 11
19, 23
16, 18
22, 23
20, 23
18, 18
16, 19
22, 26
22, 24
15, 16
17, 19
20, 20
20, 23
15, 14
21, 23
13, 16
22, 24
0, 19
11, 17
12, 13
16, 18
13, 11
15, 16
15, 17
13, 13
18, 19
14, 14
0, 22
12, 14
18, 20
16, 24
15, 17
13, 13
9, 9
9, 9
12, 11
17, 18
13, 18
19, 19
21, 21
19, 27
18, 18
15, 17
15, 15
8, 10
12, 12
18, 19
12, 12
16, 16
16, 14
12, 14
18, 21
14, 17
22, 28
12, 14
10, 10
13, 14
20, 20
23, 27
12, 12
15, 15
14, 21
21, 21
12, 15
16, 17
15, 15
15, 17
22, 22
15, 19
12, 12
14, 18
13, 13
16, 21
12, 12
14, 15
15, 16
15, 16
20, 21
15, 17
15, 15
12, 12
0, 23
20, 22
8, 10
18, 21
11, 15
18, 20
18, 18
22, 23
16, 17
10, 10
18, 18
13, 13
11, 11
12, 14
17, 19
18, 24
18, 21
11, 17
21, 21
10, 12
15, 17
16, 16
22, 22
11, 13
15, 19
20, 23
16, 19
17, 22
19, 19
18, 19
17, 18
17, 21
16, 18
21, 27
17, 18
17, 22
19, 21
7, 9
20, 23
19, 21
24, 26
20, 24
15, 18
22, 24
14, 14
14, 15
11, 11
7, 7
15, 19
17, 17
10, 12
12, 15
13, 13
0, 21
16, 25
20, 24
10, 10
11, 15
10, 12
13, 16
13, 20
15, 16
16, 16
14, 21
17, 19
15, 16
20, 27
18, 18
17, 17
15, 20
20, 21
16, 23
14, 22
9, 9
12, 12
14, 15
25, 31
12, 12
24, 25
21, 23
12, 12
14, 14
19, 20
14, 17
12, 18
18, 18
8, 0
19, 19
24, 24
17, 17
27, 27
25, 25
24, 24
22, 21
19, 20
18, 24
17, 17
13, 17
15, 18
11, 12
13, 15
22, 23
14, 19
16, 18
14, 15
12, 13
14, 15
16, 17
16, 21
14, 18
13, 15
14, 19
9, 9
21, 22
11, 13
17, 17
14, 14
17, 19
15, 19
16, 16
8, 11
12, 12
19, 23
23, 29
11, 12
16, 21
11, 13
11, 13
12, 12
14, 16
10, 13
18, 23
18, 21
13, 15
13, 15
16, 16
22, 26
18, 24
20, 25
11, 12
11, 11
12, 17
14, 14
23, 23
19, 19
12, 15
11, 11
15, 19
16, 17
14, 15
14, 16
13, 14
10, 14
14, 18
9, 9
13, 14
11, 11
14, 18
13, 13
15, 17
10, 12
11, 11
17, 22
19, 20
9, 9
7, 7
12, 16
27, 28
24, 31
16, 16
12, 14
17, 17
13, 14
13, 15
22, 22
19, 25
18, 25
26, 29
18, 24
12, 14
11, 12
0, 14
18, 19
12, 13
7, 9
16, 16
22, 23
10, 10
19, 25
23, 22
12, 12
16, 17
25, 28
13, 14
18, 26
23, 25
16, 17
14, 15
11, 12
14, 19
18, 20
19, 21
22, 23
11, 11
16, 17
18, 18
12, 15
22, 24
13, 15
25, 28
11, 15
17, 22
12, 15
13, 15
15, 16
11, 14
7, 7
18, 19
21, 23
23, 24
9, 9
16, 19
14, 18
8, 9
16, 20
9, 12
12, 15
12, 12
16, 22
14, 15
17, 18
25, 27
16, 18
17, 23
10, 10
17, 20
19, 19
15, 18
19, 23
16, 23
13, 17
13, 14
24, 34
22, 25
18, 18
18, 18
13, 17
18, 21
9, 9
17, 17
20, 23
20, 22
26, 30
29, 34
11, 12
16, 17
15, 18
15, 21
14, 14
13, 15
23, 28
15, 16
5, 0
19, 22
17, 19
18, 18
25, 25
21, 28
22, 26
13, 13
11, 11
12, 12
15, 16
16, 17
26, 24
14, 17
10, 11
19, 20
19, 21
11, 16
14, 14
15, 23
14, 14
23, 22
16, 16
20, 24
22, 27
15, 16
10, 12
21, 24
20, 20
26, 31
20, 23
17, 15
11, 13
9, 9
11, 11
16, 18
25, 30
16, 17
15, 16
19, 19
21, 24
14, 17
11, 12
19, 21
17, 24
18, 20
19, 22
20, 26
14, 15
17, 17
23, 30
14, 14
0, 20
9, 9
15, 15
23, 29
10, 10
25, 31
11, 11
14, 16
15, 15
15, 18
9, 11
14, 16
17, 17
13, 14
15, 15
13, 13
19, 21
11, 15
19, 20
13, 17
14, 18
13, 19
16, 21
13, 14
11, 11
10, 11
8, 9
15, 19
26, 31
13, 13
16, 16
11, 11
16, 18
10, 14
23, 26
10, 12
24, 27
14, 15
19, 22
12, 13
19, 19
15, 17
13, 15
22, 26
14, 20
18, 21
11, 11
20, 20
0, 24
14, 20
14, 16
16, 16
17, 20
22, 25
19, 19
17, 18
20, 32
16, 19
26, 26
11, 11
12, 17
9, 15
15, 20
14, 15
14, 17
24, 24
17, 18
18, 23
17, 19
14, 19
11, 11
24, 26
17, 19
15, 15
22, 29
15, 17
14, 14
14, 15
16, 16
19, 19
17, 21
17, 19
10, 10
17, 17
12, 12
15, 18
17, 19
18, 21
24, 24
16, 16
13, 15
18, 18
18, 20
16, 21
17, 18
13, 20
15, 15
22, 22
11, 12
15, 17
19, 22
13, 15
12, 14
9, 14
14, 15
11, 11
13, 13
15, 21
17, 24
14, 16
15, 17
17, 20
16, 21
17, 19
20, 22
22, 22
14, 14
15, 15
18, 27
16, 14
10, 16
16, 16
16, 19
9, 9
19, 22
15, 20
11, 11
13, 13
20, 24
21, 22
10, 10
13, 15
25, 28
15, 20
20, 20
32, 33
15, 22
13, 15
13, 16
21, 23
15, 17
19, 20
22, 23
13, 13
10, 10
22, 26
Solving time seconds: 7

Solving time ms: 7289

